transaction_id,customer_id,product_id,quantity,unit_price,total_amount,transaction_date,source_file
2845,114,32,4,50.68,202.72,2019-05-23,transactions.csv
2846,6343,37,4,455.82,1823.28,2016-02-20,transactions.csv
2847,5495,36,4,392.07,1568.28,2024-04-26,transactions.csv
2848,7308,32,7,104.65,732.55,2022-08-26,transactions.csv
2849,4505,49,3,343.12,1029.36,2022-06-16,transactions.csv
2850,7028,47,7,129.69,907.83,2016-10-31,transactions.csv
2851,5840,2,2,462.59,925.18,2020-05-13,transactions.csv
2852,4601,49,6,290.12,1740.72,2021-03-30,transactions.csv
2853,3576,20,7,348.57,2439.99,2018-04-09,transactions.csv
2854,3090,17,3,37.97,113.91,2021-03-29,transactions.csv
2855,6350,47,5,261.32,1306.6,2021-01-28,transactions.csv
2856,3303,17,9,388.09,3492.81,2022-08-04,transactions.csv
2857,386,37,10,349.76,3497.6,2023-07-01,transactions.csv
2858,9359,24,4,125.62,502.48,2015-12-27,transactions.csv
2859,7669,45,9,410.11,3690.99,2020-01-30,transactions.csv
2860,4675,37,4,38.81,155.24,2022-03-25,transactions.csv
2861,9183,13,2,322.71,645.42,2016-03-07,transactions.csv
2862,2347,11,4,153.44,613.76,2023-01-02,transactions.csv
2863,2589,6,2,195.63,391.26,2022-10-09,transactions.csv
2864,6226,18,7,17.27,120.89,2020-08-28,transactions.csv
2865,5532,29,7,138.35,968.45,2018-08-29,transactions.csv
2866,4317,47,9,127.43,1146.87,2019-06-09,transactions.csv
2867,7476,9,8,459.21,3673.68,2021-11-28,transactions.csv
2868,7353,26,5,164.12,820.6,2022-09-05,transactions.csv
2869,5970,45,4,334.2,1336.8,2015-03-17,transactions.csv
2870,4059,5,1,402.44,402.44,2023-12-31,transactions.csv
2871,5044,41,4,419.48,1677.92,2021-06-24,transactions.csv
2872,3474,3,3,180.17,540.51,2019-03-30,transactions.csv
2873,1058,38,7,402.65,2818.55,2018-04-21,transactions.csv
2874,5691,46,8,43.43,347.44,2019-05-01,transactions.csv
2875,4867,38,7,126.1,882.7,2021-01-10,transactions.csv
2876,4035,50,2,134.57,269.14,2015-03-04,transactions.csv
2877,886,36,3,5.05,15.15,2022-04-15,transactions.csv
2878,4978,14,7,459.75,3218.25,2016-06-06,transactions.csv
2879,5703,21,4,488.15,1952.6,2015-07-21,transactions.csv
2880,9924,18,1,43.9,43.9,2021-04-06,transactions.csv
2881,7285,35,8,190.01,1520.08,2020-02-25,transactions.csv
2882,714,2,10,450.26,4502.6,2020-07-07,transactions.csv
2883,1958,36,1,158.98,158.98,2022-08-19,transactions.csv
2884,1505,18,6,366.66,2199.96,2019-03-14,transactions.csv
2885,3647,48,3,88.61,265.83,2024-11-11,transactions.csv
2886,2336,41,3,359.94,1079.82,2016-06-28,transactions.csv
2887,3145,47,4,327.87,1311.48,2019-09-26,transactions.csv
2888,5624,20,10,111.03,1110.3,2017-11-10,transactions.csv
2889,3485,15,5,354.14,1770.7,2024-05-31,transactions.csv
2890,4916,12,4,325.55,1302.2,2016-04-06,transactions.csv
2891,523,49,5,378.57,1892.85,2023-05-27,transactions.csv
2892,6289,23,5,322.13,1610.65,2016-06-17,transactions.csv
2893,1924,21,3,478.37,1435.11,2024-12-05,transactions.csv
2894,3090,12,5,201.55,1007.75,2022-01-25,transactions.csv
2895,5944,5,4,335.97,1343.88,2020-05-02,transactions.csv
2896,288,24,4,134.6,538.4,2017-06-15,transactions.csv
2897,7295,4,8,389.36,3114.88,2015-06-29,transactions.csv
2898,4002,33,5,405.5,2027.5,2015-07-11,transactions.csv
2899,1304,4,8,499.65,3997.2,2023-04-11,transactions.csv
2900,4080,7,3,43.33,129.99,2022-11-18,transactions.csv
2901,4112,4,6,216.6,1299.6,2015-08-05,transactions.csv
2902,3933,36,10,361.82,3618.2,2020-06-12,transactions.csv
2903,2472,43,1,162.6,162.6,2019-01-02,transactions.csv
2904,426,30,5,449.54,2247.7,2018-06-21,transactions.csv
2905,1162,47,9,325.05,2925.45,2019-08-24,transactions.csv
2906,4234,35,9,398.53,3586.77,2015-09-27,transactions.csv
2907,1254,6,4,152.92,611.68,2015-02-16,transactions.csv
2908,1584,3,4,419.0,1676.0,2019-06-04,transactions.csv
2909,4967,30,1,298.96,298.96,2018-01-16,transactions.csv
2910,5056,46,1,365.57,365.57,2020-09-24,transactions.csv
2911,369,1,7,39.64,277.48,2024-06-07,transactions.csv
2912,6267,5,4,88.75,355.0,2022-02-27,transactions.csv
2913,2529,20,3,270.47,811.41,2016-01-18,transactions.csv
2914,3461,46,7,99.91,699.37,2017-02-22,transactions.csv
2915,44,42,7,15.33,107.31,2019-11-04,transactions.csv
2916,1498,6,3,425.6,1276.8,2018-10-30,transactions.csv
2917,3096,20,10,304.45,3044.5,2021-03-19,transactions.csv
2918,8546,40,7,89.39,625.73,2020-01-06,transactions.csv
2919,7648,14,10,426.53,4265.3,2017-10-19,transactions.csv
2920,3551,32,4,426.52,1706.08,2024-10-18,transactions.csv
2921,1292,38,6,334.13,2004.78,2015-11-18,transactions.csv
2922,3892,35,8,430.72,3445.76,2019-01-24,transactions.csv
2923,392,43,8,474.83,3798.64,2015-06-10,transactions.csv
2924,7900,50,2,375.99,751.98,2022-03-03,transactions.csv
2925,7572,28,6,11.86,71.16,2015-02-10,transactions.csv
2926,5053,18,5,235.19,1175.95,2020-11-12,transactions.csv
2927,6536,37,6,416.78,2500.68,2018-02-26,transactions.csv
2928,8389,5,8,38.31,306.48,2017-09-30,transactions.csv
2929,2681,32,7,392.68,2748.76,2024-08-18,transactions.csv
2930,3995,37,9,347.37,3126.33,2022-08-24,transactions.csv
2931,2670,31,7,153.88,1077.16,2019-08-25,transactions.csv
2932,3440,28,5,114.42,572.1,2024-08-02,transactions.csv
2933,3065,28,8,363.42,2907.36,2024-02-01,transactions.csv
2934,3603,38,2,334.5,669.0,2021-09-25,transactions.csv
2935,3338,13,6,87.62,525.72,2017-06-16,transactions.csv
2936,3624,26,6,485.75,2914.5,2021-12-23,transactions.csv
2937,5858,9,7,158.81,1111.67,2017-09-25,transactions.csv
2938,7005,49,1,100.77,100.77,2023-06-13,transactions.csv
2939,3078,14,10,253.29,2532.9,2017-10-27,transactions.csv
2940,5066,19,8,476.36,3810.88,2015-12-08,transactions.csv
2941,864,9,7,368.29,2578.03,2016-06-08,transactions.csv
2942,4862,10,10,84.8,848.0,2022-08-30,transactions.csv
2943,8191,47,3,395.8,1187.4,2022-12-20,transactions.csv
2944,6035,44,9,22.86,205.74,2021-11-03,transactions.csv
2945,10000,21,10,334.36,3343.6,2020-05-16,transactions.csv
2946,2503,31,8,116.44,931.52,2023-05-09,transactions.csv
2947,2635,2,6,120.45,722.7,2023-06-07,transactions.csv
2948,8984,38,7,280.82,1965.74,2017-02-22,transactions.csv
2949,2863,9,3,182.45,547.35,2018-02-03,transactions.csv
2950,5372,48,5,95.99,479.95,2023-12-25,transactions.csv
2951,7767,22,2,425.56,851.12,2022-01-03,transactions.csv
2952,5415,6,8,430.7,3445.6,2024-02-02,transactions.csv
2953,6999,42,1,178.03,178.03,2016-12-20,transactions.csv
2954,6044,32,6,350.28,2101.68,2021-06-01,transactions.csv
2955,7078,24,9,136.84,1231.56,2015-01-02,transactions.csv
2956,1977,27,7,303.13,2121.91,2024-07-27,transactions.csv
2957,9348,49,8,299.86,2398.88,2023-03-07,transactions.csv
2958,6620,10,8,432.78,3462.24,2018-08-18,transactions.csv
2959,9690,41,8,95.84,766.72,2018-08-30,transactions.csv
2960,3760,9,8,29.32,234.56,2023-08-19,transactions.csv
2961,2636,28,2,144.3,288.6,2018-09-03,transactions.csv
2962,4589,41,1,122.26,122.26,2024-05-11,transactions.csv
2963,8365,11,7,205.5,1438.5,2021-09-11,transactions.csv
2964,3991,24,2,367.1,734.2,2021-09-28,transactions.csv
2965,7607,49,3,28.81,86.43,2020-01-14,transactions.csv
2966,6584,41,4,333.53,1334.12,2023-10-07,transactions.csv
2967,5121,17,3,320.53,961.59,2023-06-28,transactions.csv
2968,1670,41,4,411.9,1647.6,2024-09-15,transactions.csv
2969,374,39,10,372.01,3720.1,2017-08-13,transactions.csv
2970,7139,15,2,243.15,486.3,2017-10-27,transactions.csv
2971,4279,9,9,70.81,637.29,2019-03-21,transactions.csv
2972,6283,32,9,452.4,4071.6,2016-07-28,transactions.csv
2973,4185,38,5,61.4,307.0,2022-08-09,transactions.csv
2974,7733,6,3,452.9,1358.7,2023-09-25,transactions.csv
2975,6579,33,10,142.12,1421.2,2020-02-06,transactions.csv
2976,7535,18,2,102.08,204.16,2018-09-28,transactions.csv
2977,1100,28,2,209.08,418.16,2024-04-29,transactions.csv
2978,9682,21,5,451.34,2256.7,2015-09-11,transactions.csv
2979,3408,16,5,332.44,1662.2,2019-03-23,transactions.csv
2980,4242,2,5,89.94,449.7,2019-08-10,transactions.csv
2981,5680,10,10,114.66,1146.6,2023-09-30,transactions.csv
2982,2992,8,6,57.66,345.96,2020-07-05,transactions.csv
2983,6096,5,3,354.48,1063.44,2023-12-22,transactions.csv
2984,2354,44,3,107.41,322.23,2020-01-06,transactions.csv
2985,9986,10,6,325.84,1955.04,2018-02-18,transactions.csv
2986,5897,37,10,373.56,3735.6,2020-09-26,transactions.csv
2987,4579,23,2,480.72,961.44,2017-01-26,transactions.csv
2988,9683,26,2,133.46,266.92,2021-06-09,transactions.csv
2989,7365,16,10,470.8,4708.0,2021-11-22,transactions.csv
2990,2943,31,2,107.3,214.6,2023-12-27,transactions.csv
2991,3216,29,2,428.81,857.62,2015-12-26,transactions.csv
2992,6428,36,7,101.24,708.68,2022-10-29,transactions.csv
2993,806,39,10,299.06,2990.6,2023-02-28,transactions.csv
2994,1867,36,7,486.68,3406.76,2017-01-22,transactions.csv
2995,9842,44,6,167.23,1003.38,2020-09-07,transactions.csv
2996,3152,15,3,437.91,1313.73,2018-06-18,transactions.csv
2997,9769,13,3,18.36,55.08,2020-04-25,transactions.csv
2998,110,39,3,240.79,722.37,2022-02-15,transactions.csv
2999,5838,17,3,337.66,1012.98,2022-07-08,transactions.csv
3000,6201,41,6,16.32,97.92,2024-11-27,transactions.csv
3001,7236,30,7,331.36,2319.52,2018-08-13,transactions.csv
3002,5440,2,2,330.1,660.2,2015-12-21,transactions.csv
3003,200,32,2,432.3,864.6,2020-07-21,transactions.csv
3004,2882,39,2,278.23,556.46,2021-01-07,transactions.csv
3005,1293,23,4,404.34,1617.36,2020-04-12,transactions.csv
3006,4893,42,6,169.8,1018.8,2020-08-19,transactions.csv
3007,1910,7,6,490.87,2945.22,2015-11-05,transactions.csv
3008,8725,40,2,220.46,440.92,2015-08-20,transactions.csv
3009,885,47,4,87.38,349.52,2019-02-20,transactions.csv
3010,2741,30,2,214.45,428.9,2024-06-27,transactions.csv
3011,727,29,5,248.51,1242.55,2022-04-14,transactions.csv
3012,2073,6,7,373.46,2614.22,2022-12-03,transactions.csv
3013,2580,25,7,418.15,2927.05,2017-07-26,transactions.csv
3014,7539,13,10,306.82,3068.2,2019-04-14,transactions.csv
3015,1820,41,8,182.58,1460.64,2017-02-27,transactions.csv
3016,5810,37,1,278.14,278.14,2023-03-29,transactions.csv
3017,8027,4,4,136.06,544.24,2020-09-14,transactions.csv
3018,6621,35,7,393.6,2755.2,2018-12-23,transactions.csv
3019,7598,32,7,265.44,1858.08,2024-10-07,transactions.csv
3020,5715,37,9,246.64,2219.76,2021-02-17,transactions.csv
3021,20,23,2,298.78,597.56,2023-12-04,transactions.csv
3022,9657,15,7,443.01,3101.07,2017-03-13,transactions.csv
3023,8273,16,7,158.21,1107.47,2023-01-07,transactions.csv
3024,3875,17,8,235.72,1885.76,2017-10-20,transactions.csv
3025,723,33,3,165.13,495.39,2016-09-15,transactions.csv
3026,1331,36,6,271.26,1627.56,2020-08-11,transactions.csv
3027,2631,24,6,355.95,2135.7,2021-05-01,transactions.csv
3028,7663,17,4,469.05,1876.2,2016-08-07,transactions.csv
3029,3501,24,2,188.01,376.02,2016-08-28,transactions.csv
3030,521,32,8,428.05,3424.4,2023-01-06,transactions.csv
3031,3278,41,10,355.07,3550.7,2022-08-07,transactions.csv
3032,6721,41,4,281.83,1127.32,2018-08-10,transactions.csv
3033,4329,2,3,249.65,748.95,2015-03-25,transactions.csv
3034,3835,6,9,110.28,992.52,2015-02-25,transactions.csv
3035,4293,37,1,64.09,64.09,2023-07-13,transactions.csv
3036,7131,36,9,295.88,2662.92,2017-06-18,transactions.csv
3037,9726,36,10,379.31,3793.1,2016-04-24,transactions.csv
3038,5999,4,1,75.59,75.59,2017-08-14,transactions.csv
3039,8942,3,6,358.09,2148.54,2017-09-01,transactions.csv
3040,4215,41,1,373.45,373.45,2015-04-22,transactions.csv
3041,1839,8,1,114.41,114.41,2017-11-24,transactions.csv
3042,2844,48,10,272.18,2721.8,2020-10-13,transactions.csv
3043,5332,20,5,113.97,569.85,2019-06-17,transactions.csv
3044,5477,10,6,315.0,1890.0,2020-08-24,transactions.csv
3045,5703,6,9,445.58,4010.22,2022-04-01,transactions.csv
3046,3649,34,8,21.04,168.32,2023-10-10,transactions.csv
3047,9762,2,5,477.95,2389.75,2019-05-26,transactions.csv
3048,9956,32,5,458.94,2294.7,2021-01-07,transactions.csv
3049,5292,49,9,26.72,240.48,2019-03-14,transactions.csv
3050,7588,5,5,169.92,849.6,2023-02-07,transactions.csv
3051,4322,49,2,421.6,843.2,2022-07-14,transactions.csv
3052,9153,14,9,165.62,1490.58,2018-05-15,transactions.csv
3053,5674,44,2,436.81,873.62,2024-11-20,transactions.csv
3054,2010,20,5,416.11,2080.55,2017-09-03,transactions.csv
3055,5019,12,8,478.12,3824.96,2017-06-10,transactions.csv
3056,6799,45,7,497.52,3482.64,2018-07-14,transactions.csv
3057,8172,32,1,34.29,34.29,2020-05-24,transactions.csv
3058,1469,45,4,225.43,901.72,2024-08-06,transactions.csv
3059,3422,3,8,425.04,3400.32,2019-12-23,transactions.csv
3060,1191,2,4,479.46,1917.84,2019-10-16,transactions.csv
3061,558,26,3,16.8,50.4,2024-12-29,transactions.csv
3062,5241,9,10,280.91,2809.1,2024-07-04,transactions.csv
3063,3756,39,7,398.04,2786.28,2017-05-02,transactions.csv
3064,923,48,4,493.07,1972.28,2016-09-25,transactions.csv
3065,6060,39,4,271.0,1084.0,2018-08-12,transactions.csv
3066,6708,43,3,173.75,521.25,2024-10-24,transactions.csv
3067,8963,50,10,299.43,2994.3,2019-11-25,transactions.csv
3068,2804,18,9,165.27,1487.43,2019-09-04,transactions.csv
3069,3675,25,2,159.28,318.56,2020-09-25,transactions.csv
3070,4897,34,8,258.09,2064.72,2015-09-04,transactions.csv
3071,3583,43,2,449.5,899.0,2024-02-07,transactions.csv
3072,592,11,2,90.66,181.32,2017-09-22,transactions.csv
3073,1989,26,3,142.34,427.02,2024-04-28,transactions.csv
3074,1104,33,6,354.72,2128.32,2021-06-02,transactions.csv
3075,4181,31,5,229.2,1146.0,2021-12-10,transactions.csv
3076,2223,11,6,285.88,1715.28,2016-03-03,transactions.csv
3077,2900,26,1,191.61,191.61,2022-12-13,transactions.csv
3078,2168,14,7,124.66,872.62,2023-02-23,transactions.csv
3079,9521,15,8,375.61,3004.88,2018-09-10,transactions.csv
3080,2515,7,9,118.71,1068.39,2021-08-03,transactions.csv
3081,7844,20,7,202.03,1414.21,2017-12-27,transactions.csv
3082,9201,1,10,23.16,231.6,2018-12-11,transactions.csv
3083,9892,48,4,51.01,204.04,2015-06-23,transactions.csv
3084,3628,37,5,221.68,1108.4,2024-01-09,transactions.csv
3085,9530,8,3,8.14,24.42,2019-02-03,transactions.csv
3086,2552,41,3,198.68,596.04,2021-03-16,transactions.csv
3087,9627,21,2,416.74,833.48,2016-07-07,transactions.csv
3088,5378,18,9,285.54,2569.86,2024-01-30,transactions.csv
3089,5606,41,4,372.02,1488.08,2021-03-03,transactions.csv
3090,3328,48,7,333.75,2336.25,2021-11-17,transactions.csv
3091,7604,3,1,383.79,383.79,2023-08-01,transactions.csv
3092,2378,40,10,461.18,4611.8,2021-04-01,transactions.csv
3093,1717,23,2,462.41,924.82,2022-06-29,transactions.csv
3094,4092,50,2,271.48,542.96,2017-08-27,transactions.csv
3095,3107,40,4,353.38,1413.52,2023-07-21,transactions.csv
3096,9309,8,2,154.04,308.08,2020-02-10,transactions.csv
3097,3818,22,4,459.02,1836.08,2017-08-06,transactions.csv
3098,9505,10,8,83.56,668.48,2022-02-05,transactions.csv
3099,3630,33,1,190.34,190.34,2018-07-19,transactions.csv
3100,552,25,3,156.99,470.97,2021-02-10,transactions.csv
3101,8859,12,7,175.63,1229.41,2023-05-02,transactions.csv
3102,405,4,1,229.95,229.95,2022-06-14,transactions.csv
3103,9625,33,3,60.24,180.72,2023-12-29,transactions.csv
3104,2925,9,8,102.36,818.88,2023-01-09,transactions.csv
3105,2822,3,2,141.38,282.76,2020-11-14,transactions.csv
3106,8560,20,3,431.38,1294.14,2018-12-13,transactions.csv
3107,2461,28,10,436.63,4366.3,2016-04-27,transactions.csv
3108,6425,39,6,70.15,420.9,2023-07-16,transactions.csv
3109,2450,38,3,229.01,687.03,2024-02-28,transactions.csv
3110,4973,42,8,447.73,3581.84,2024-07-18,transactions.csv
3111,2282,41,1,66.72,66.72,2020-09-03,transactions.csv
3112,6819,34,5,195.65,978.25,2018-04-18,transactions.csv
3113,8441,15,3,45.1,135.3,2022-09-28,transactions.csv
3114,7476,17,4,11.13,44.52,2018-05-06,transactions.csv
3115,4588,46,1,175.41,175.41,2015-02-20,transactions.csv
3116,5321,45,2,176.56,353.12,2022-01-24,transactions.csv
3117,4001,43,10,133.63,1336.3,2017-06-16,transactions.csv
3118,7557,50,5,444.06,2220.3,2016-05-15,transactions.csv
3119,7004,39,1,45.07,45.07,2015-06-15,transactions.csv
3120,8986,18,2,296.4,592.8,2020-11-07,transactions.csv
3121,6919,1,9,294.16,2647.44,2022-07-03,transactions.csv
3122,2150,15,3,27.42,82.26,2020-09-07,transactions.csv
3123,6489,20,3,56.8,170.4,2016-07-30,transactions.csv
3124,3768,17,7,257.97,1805.79,2023-07-08,transactions.csv
3125,6654,37,6,423.04,2538.24,2024-08-30,transactions.csv
3126,5112,31,5,155.31,776.55,2021-09-24,transactions.csv
3127,8205,29,7,67.27,470.89,2024-12-17,transactions.csv
3128,8816,14,10,84.24,842.4,2020-12-23,transactions.csv
3129,8942,38,1,6.2,6.2,2019-04-29,transactions.csv
3130,242,24,9,226.79,2041.11,2019-12-01,transactions.csv
3131,3361,50,8,71.54,572.32,2017-09-01,transactions.csv
3132,3217,24,2,160.09,320.18,2023-10-17,transactions.csv
3133,9808,28,1,75.21,75.21,2024-04-02,transactions.csv
3134,4810,26,4,53.94,215.76,2023-01-21,transactions.csv
3135,53,30,3,162.22,486.66,2023-07-21,transactions.csv
3136,4366,25,5,68.35,341.75,2020-02-11,transactions.csv
3137,9807,29,10,460.41,4604.1,2021-07-04,transactions.csv
3138,6505,38,3,275.69,827.07,2023-03-11,transactions.csv
3139,8918,4,1,327.44,327.44,2017-01-13,transactions.csv
3140,6740,39,4,327.48,1309.92,2021-07-13,transactions.csv
3141,9206,24,1,469.97,469.97,2022-05-12,transactions.csv
3142,3960,41,9,20.93,188.37,2015-02-10,transactions.csv
3143,6210,49,8,140.67,1125.36,2017-01-07,transactions.csv
3144,7669,47,3,37.34,112.02,2017-12-17,transactions.csv
3145,198,35,3,75.18,225.54,2016-07-14,transactions.csv
3146,9769,7,1,443.6,443.6,2015-10-15,transactions.csv
3147,1353,10,9,233.89,2105.01,2023-03-13,transactions.csv
3148,4260,32,9,40.54,364.86,2023-02-07,transactions.csv
3149,4305,47,6,35.47,212.82,2018-12-12,transactions.csv
3150,7120,21,6,222.22,1333.32,2019-12-02,transactions.csv
3151,3074,23,10,12.63,126.3,2020-11-28,transactions.csv
3152,9164,17,7,271.83,1902.81,2023-04-05,transactions.csv
3153,6279,37,7,285.54,1998.78,2016-09-07,transactions.csv
3154,1155,46,9,300.19,2701.71,2019-02-05,transactions.csv
3155,4182,22,6,130.5,783.0,2015-04-05,transactions.csv
3156,5860,18,10,439.96,4399.6,2023-06-29,transactions.csv
3157,9482,17,2,406.84,813.68,2018-02-10,transactions.csv
3158,5583,40,3,139.8,419.4,2020-05-26,transactions.csv
3159,8331,26,4,106.02,424.08,2023-07-10,transactions.csv
3160,8992,6,8,163.12,1304.96,2018-01-03,transactions.csv
3161,2148,45,9,468.97,4220.73,2017-08-03,transactions.csv
3162,7276,33,5,294.84,1474.2,2018-09-25,transactions.csv
3163,6022,31,4,57.47,229.88,2024-05-16,transactions.csv
3164,5109,19,7,219.41,1535.87,2018-09-24,transactions.csv
3165,1387,49,3,302.89,908.67,2020-08-03,transactions.csv
3166,8061,46,10,351.63,3516.3,2017-06-29,transactions.csv
3167,7278,50,3,354.44,1063.32,2021-06-05,transactions.csv
3168,2211,8,5,413.39,2066.95,2021-09-02,transactions.csv
3169,6680,38,9,396.07,3564.63,2020-10-18,transactions.csv
3170,6017,21,5,222.37,1111.85,2020-11-11,transactions.csv
3171,7842,10,5,422.93,2114.65,2016-11-16,transactions.csv
3172,8652,24,1,338.68,338.68,2017-06-20,transactions.csv
3173,1653,16,3,411.58,1234.74,2018-09-14,transactions.csv
3174,5885,33,2,481.01,962.02,2023-05-17,transactions.csv
3175,680,34,9,108.12,973.08,2021-08-04,transactions.csv
3176,4043,38,4,321.34,1285.36,2024-01-01,transactions.csv
3177,7537,49,10,366.34,3663.4,2020-02-24,transactions.csv
3178,5800,35,8,131.64,1053.12,2015-11-14,transactions.csv
3179,8473,42,3,355.46,1066.38,2022-03-12,transactions.csv
3180,9904,33,1,13.35,13.35,2023-08-19,transactions.csv
3181,7229,21,1,278.67,278.67,2019-10-02,transactions.csv
3182,2519,48,4,179.78,719.12,2015-05-27,transactions.csv
3183,3692,41,6,158.5,951.0,2023-05-05,transactions.csv
3184,3031,45,5,83.8,419.0,2021-01-14,transactions.csv
3185,8261,23,9,491.04,4419.36,2019-02-15,transactions.csv
3186,1284,9,2,474.03,948.06,2023-05-22,transactions.csv
3187,9394,13,8,422.86,3382.88,2022-04-17,transactions.csv
3188,9995,26,6,81.61,489.66,2024-01-15,transactions.csv
3189,1380,28,3,479.62,1438.86,2022-10-16,transactions.csv
3190,6422,17,1,339.1,339.1,2022-12-23,transactions.csv
3191,6584,19,6,489.92,2939.52,2019-01-10,transactions.csv
3192,1693,33,8,341.62,2732.96,2016-11-24,transactions.csv
3193,2846,41,2,442.46,884.92,2018-11-17,transactions.csv
3194,6590,11,8,181.29,1450.32,2016-02-17,transactions.csv
3195,1597,25,6,59.15,354.9,2024-06-08,transactions.csv
3196,4660,44,1,389.02,389.02,2018-08-04,transactions.csv
3197,3657,13,5,104.25,521.25,2017-03-30,transactions.csv
3198,3527,35,5,378.07,1890.35,2018-04-21,transactions.csv
3199,4533,27,5,281.53,1407.65,2024-08-25,transactions.csv
3200,3407,13,6,484.95,2909.7,2020-12-30,transactions.csv
3201,2059,39,9,16.32,146.88,2015-09-05,transactions.csv
3202,3243,47,6,126.54,759.24,2018-05-24,transactions.csv
3203,3145,47,7,404.03,2828.21,2015-10-01,transactions.csv
3204,2816,37,8,485.31,3882.48,2018-05-02,transactions.csv
3205,7528,20,10,223.88,2238.8,2018-05-09,transactions.csv
3206,2421,22,5,156.99,784.95,2020-04-16,transactions.csv
3207,7903,19,9,200.92,1808.28,2023-10-02,transactions.csv
3208,4782,25,5,176.16,880.8,2016-07-09,transactions.csv
3209,34,20,7,205.09,1435.63,2016-12-22,transactions.csv
3210,9994,10,9,313.88,2824.92,2015-03-15,transactions.csv
3211,5141,5,9,391.88,3526.92,2022-05-02,transactions.csv
3212,3382,47,8,265.56,2124.48,2021-06-04,transactions.csv
3213,6135,7,4,129.25,517.0,2020-01-31,transactions.csv
3214,6884,46,4,264.32,1057.28,2021-04-14,transactions.csv
3215,6833,33,7,416.81,2917.67,2021-04-17,transactions.csv
3216,1686,16,3,5.47,16.41,2017-12-20,transactions.csv
3217,2712,50,1,163.03,163.03,2016-08-17,transactions.csv
3218,1212,18,5,254.48,1272.4,2024-09-21,transactions.csv
3219,4764,18,4,185.26,741.04,2015-11-01,transactions.csv
3220,8550,10,8,143.64,1149.12,2019-03-24,transactions.csv
3221,3614,11,1,132.37,132.37,2020-03-19,transactions.csv
3222,1074,33,2,239.68,479.36,2024-12-02,transactions.csv
3223,6874,10,8,339.64,2717.12,2020-11-02,transactions.csv
3224,2483,42,3,322.15,966.45,2015-05-06,transactions.csv
3225,7203,48,6,301.76,1810.56,2024-11-08,transactions.csv
3226,4763,43,10,138.18,1381.8,2016-05-30,transactions.csv
3227,3963,12,1,12.51,12.51,2015-02-28,transactions.csv
3228,5425,34,2,94.1,188.2,2018-12-20,transactions.csv
3229,1925,30,7,421.31,2949.17,2023-02-06,transactions.csv
3230,5460,11,2,335.88,671.76,2022-03-01,transactions.csv
3231,7238,33,1,301.42,301.42,2016-07-11,transactions.csv
3232,5491,6,10,432.26,4322.6,2018-12-03,transactions.csv
3233,8964,10,3,316.79,950.37,2023-08-23,transactions.csv
3234,4769,40,9,470.08,4230.72,2016-11-27,transactions.csv
3235,1850,17,6,445.16,2670.96,2024-02-22,transactions.csv
3236,3863,13,3,56.76,170.28,2024-07-31,transactions.csv
3237,6061,9,7,128.9,902.3,2018-01-22,transactions.csv
3238,5872,36,5,363.23,1816.15,2017-01-14,transactions.csv
3239,611,16,6,444.22,2665.32,2016-01-27,transactions.csv
3240,1384,41,4,453.22,1812.88,2023-08-07,transactions.csv
3241,4311,24,5,116.99,584.95,2021-02-05,transactions.csv
3242,9990,42,8,344.46,2755.68,2022-10-24,transactions.csv
3243,6150,4,3,399.94,1199.82,2015-12-04,transactions.csv
3244,8035,8,6,163.63,981.78,2017-05-31,transactions.csv
3245,9416,19,10,494.67,4946.7,2021-05-06,transactions.csv
3246,5413,29,4,338.63,1354.52,2021-12-01,transactions.csv
3247,3125,31,7,393.18,2752.26,2022-04-19,transactions.csv
3248,1503,31,7,134.7,942.9,2023-02-21,transactions.csv
3249,9419,45,10,137.96,1379.6,2024-03-17,transactions.csv
3250,8617,18,7,455.01,3185.07,2015-07-29,transactions.csv
3251,9622,4,9,254.17,2287.53,2020-02-11,transactions.csv
3252,6546,9,9,454.25,4088.25,2020-05-29,transactions.csv
3253,6008,41,9,78.95,710.55,2024-07-17,transactions.csv
3254,255,14,9,420.67,3786.03,2019-11-04,transactions.csv
3255,5078,41,8,111.74,893.92,2017-01-09,transactions.csv
3256,5796,50,2,337.06,674.12,2022-02-24,transactions.csv
3257,9623,33,10,481.82,4818.2,2022-09-10,transactions.csv
3258,7811,15,4,306.15,1224.6,2017-01-17,transactions.csv
3259,8220,13,8,134.13,1073.04,2021-09-27,transactions.csv
3260,2467,48,2,364.98,729.96,2021-05-21,transactions.csv
3261,4251,45,5,43.95,219.75,2024-12-02,transactions.csv
3262,8002,4,1,134.26,134.26,2018-02-19,transactions.csv
3263,7663,36,7,22.71,158.97,2022-04-09,transactions.csv
3264,998,28,4,193.49,773.96,2023-12-21,transactions.csv
3265,9888,45,10,252.81,2528.1,2015-01-16,transactions.csv
3266,6586,30,9,186.96,1682.64,2023-06-03,transactions.csv
3267,3977,13,7,181.6,1271.2,2019-03-25,transactions.csv
3268,6571,1,3,75.34,226.02,2020-01-06,transactions.csv
3269,6964,15,8,96.75,774.0,2023-09-16,transactions.csv
3270,3979,25,9,47.3,425.7,2018-06-04,transactions.csv
3271,5927,43,8,146.75,1174.0,2018-01-25,transactions.csv
3272,4369,12,4,459.4,1837.6,2023-10-12,transactions.csv
3273,4306,33,7,442.26,3095.82,2020-01-18,transactions.csv
3274,967,46,8,346.18,2769.44,2016-03-26,transactions.csv
